Texto,Categoría
Este tablet me parece increíble,Positivo
El teclado funciona de manera inútil,Negativo
El tablet funciona de manera pésimo,Negativo
El teclado es regular,Neutral
El auriculares funciona de manera increíble,Positivo
El celular funciona de manera pésimo,Negativo
El tablet funciona de manera normal,Neutral
Compré un teclado básico,Neutral
Mi smartwatch resultó duradero,Positivo
Compré un laptop horrible,Negativo
El laptop es aceptable,Neutral
Compré un celular elegante,Positivo
Mi tablet resultó funcional,Neutral
El celular funciona de manera caro,Negativo
Mi tablet resultó promedio,Neutral
Este cámara me parece eficiente,Positivo
Compré un cámara excelente,Positivo
El smartwatch es horrible,Negativo
El auriculares funciona de manera aceptable,Neutral
Compré un tablet duradero,Positivo
El mouse es duradero,Positivo
El smartwatch funciona de manera elegante,Positivo
El auriculares es confiable,Positivo
Este cámara me parece malo,Negativo
Mi auriculares resultó eficiente,Positivo
El cámara funciona de manera caro,Negativo
El laptop es regular,Neutral
Compré un smartwatch duradero,Positivo
Mi auriculares resultó inútil,Negativo
Compré un tablet aceptable,Neutral
Mi auriculares resultó aceptable,Neutral
El cámara funciona de manera frágil,Negativo
Mi mouse resultó pésimo,Negativo
El teclado funciona de manera regular,Neutral
El teclado es eficiente,Positivo
El cámara es promedio,Neutral
El celular funciona de manera confiable,Positivo
Compré un tablet eficiente,Positivo
Compré un tablet confiable,Positivo
Mi cámara resultó elegante,Positivo
El cámara funciona de manera aceptable,Neutral
El cámara es potente,Positivo
El celular funciona de manera lento,Negativo
Mi smartwatch resultó defectuoso,Negativo
El celular es potente,Positivo
El laptop es normal,Neutral
Compré un mouse inútil,Negativo
El mouse es rápido,Positivo
Mi cámara resultó lento,Negativo
Este celular me parece increíble,Positivo
Este laptop me parece malo,Negativo
Este smartwatch me parece común,Neutral
El celular es horrible,Negativo
Este cámara me parece aceptable,Neutral
Este auriculares me parece estándar,Neutral
El smartwatch funciona de manera regular,Neutral
Mi laptop resultó normal,Neutral
El mouse funciona de manera regular,Neutral
El mouse es caro,Negativo
El laptop funciona de manera horrible,Negativo
El teclado funciona de manera eficiente,Positivo
Este smartwatch me parece inútil,Negativo
Este auriculares me parece elegante,Positivo
El teclado es promedio,Neutral
El tablet funciona de manera excelente,Positivo
Este laptop me parece increíble,Positivo
El laptop es defectuoso,Negativo
El mouse funciona de manera defectuoso,Negativo
El laptop es defectuoso,Negativo
El mouse funciona de manera confiable,Positivo
Compré un mouse básico,Neutral
El auriculares es inútil,Negativo
El laptop funciona de manera eficiente,Positivo
Mi celular resultó promedio,Neutral
Este mouse me parece duradero,Positivo
El teclado funciona de manera eficiente,Positivo
Este tablet me parece confiable,Positivo
Mi mouse resultó inútil,Negativo
El tablet funciona de manera inútil,Negativo
El celular es duradero,Positivo
El auriculares es rápido,Positivo
Este auriculares me parece lento,Negativo
Compré un tablet malo,Negativo
Compré un laptop horrible,Negativo
Mi laptop resultó aceptable,Neutral
Compré un smartwatch confiable,Positivo
El laptop es frágil,Negativo
Este laptop me parece estándar,Neutral
El tablet funciona de manera duradero,Positivo
Este smartwatch me parece aceptable,Neutral
El smartwatch es horrible,Negativo
El cámara funciona de manera pésimo,Negativo
El teclado funciona de manera excelente,Positivo
El auriculares funciona de manera horrible,Negativo
El tablet funciona de manera aceptable,Neutral
Este smartwatch me parece excelente,Positivo
El cámara funciona de manera normal,Neutral
Este laptop me parece increíble,Positivo
Compré un laptop increíble,Positivo
El teclado funciona de manera increíble,Positivo
El auriculares es caro,Negativo
El tablet funciona de manera común,Neutral
El mouse es regular,Neutral
El tablet es defectuoso,Negativo
El tablet funciona de manera horrible,Negativo
Mi celular resultó malo,Negativo
El cámara funciona de manera eficiente,Positivo
Este teclado me parece increíble,Positivo
Mi teclado resultó lento,Negativo
Este tablet me parece funcional,Neutral
El smartwatch es regular,Neutral
Compré un laptop promedio,Neutral
Compré un smartwatch aceptable,Neutral
Compré un tablet increíble,Positivo
El smartwatch es excelente,Positivo
Este auriculares me parece básico,Neutral
El celular es funcional,Neutral
El cámara es increíble,Positivo
Compré un teclado potente,Positivo
Este mouse me parece rápido,Positivo
Este teclado me parece aceptable,Neutral
Mi mouse resultó promedio,Neutral
El celular funciona de manera común,Neutral
Mi smartwatch resultó aceptable,Neutral
El teclado funciona de manera lento,Negativo
El auriculares es frágil,Negativo
Compré un teclado elegante,Positivo
Compré un smartwatch pésimo,Negativo
El mouse funciona de manera funcional,Neutral
Compré un smartwatch potente,Positivo
El smartwatch es potente,Positivo
Mi laptop resultó promedio,Neutral
Este mouse me parece elegante,Positivo
El celular es duradero,Positivo
El cámara es duradero,Positivo
El teclado funciona de manera caro,Negativo
Mi auriculares resultó pésimo,Negativo
Mi celular resultó horrible,Negativo
Este smartwatch me parece común,Neutral
Este smartwatch me parece regular,Neutral
El celular funciona de manera regular,Neutral
Compré un celular malo,Negativo
Este smartwatch me parece rápido,Positivo
Compré un teclado común,Neutral
Mi celular resultó increíble,Positivo
Este teclado me parece excelente,Positivo
Mi celular resultó horrible,Negativo
Mi celular resultó horrible,Negativo
Este laptop me parece aceptable,Neutral
Compré un laptop rápido,Positivo
El teclado funciona de manera estándar,Neutral
El laptop funciona de manera pésimo,Negativo
Este tablet me parece pésimo,Negativo
Mi auriculares resultó increíble,Positivo
El cámara funciona de manera caro,Negativo
Mi tablet resultó aceptable,Neutral
Mi mouse resultó rápido,Positivo
Mi mouse resultó promedio,Neutral
Compré un laptop regular,Neutral
Este laptop me parece eficiente,Positivo
Mi cámara resultó pésimo,Negativo
Este smartwatch me parece eficiente,Positivo
El teclado funciona de manera potente,Positivo
El cámara funciona de manera potente,Positivo
Compré un auriculares elegante,Positivo
El teclado funciona de manera potente,Positivo
Compré un laptop caro,Negativo
El tablet es regular,Neutral
Mi tablet resultó duradero,Positivo
El mouse funciona de manera horrible,Negativo
Este celular me parece confiable,Positivo
Este laptop me parece caro,Negativo
Compré un smartwatch duradero,Positivo
El cámara funciona de manera pésimo,Negativo
El teclado funciona de manera excelente,Positivo
Este cámara me parece defectuoso,Negativo
El teclado es básico,Neutral
Compré un smartwatch excelente,Positivo
El mouse es común,Neutral
Compré un smartwatch aceptable,Neutral
El cámara es promedio,Neutral
Compré un laptop básico,Neutral
Este cámara me parece común,Neutral
El celular funciona de manera caro,Negativo
El mouse funciona de manera aceptable,Neutral
Este celular me parece confiable,Positivo
Compré un laptop rápido,Positivo
Compré un mouse frágil,Negativo
El auriculares es excelente,Positivo
El celular es horrible,Negativo
Mi cámara resultó eficiente,Positivo
Mi laptop resultó increíble,Positivo
Compré un teclado confiable,Positivo
El cámara funciona de manera potente,Positivo
Compré un laptop rápido,Positivo
El cámara es aceptable,Neutral
Este tablet me parece regular,Neutral
El smartwatch funciona de manera frágil,Negativo
El teclado es defectuoso,Negativo
Mi laptop resultó potente,Positivo
El auriculares es defectuoso,Negativo
Compré un teclado increíble,Positivo
Compré un auriculares caro,Negativo
Mi smartwatch resultó aceptable,Neutral
Este mouse me parece excelente,Positivo
Mi tablet resultó aceptable,Neutral
El smartwatch funciona de manera lento,Negativo
El tablet es inútil,Negativo
El teclado funciona de manera elegante,Positivo
Compré un mouse frágil,Negativo
Mi smartwatch resultó confiable,Positivo
Compré un auriculares rápido,Positivo
El teclado funciona de manera excelente,Positivo
El cámara es regular,Neutral
Mi teclado resultó lento,Negativo
El smartwatch es inútil,Negativo
Este cámara me parece eficiente,Positivo
El smartwatch es regular,Neutral
Este auriculares me parece rápido,Positivo
Compré un celular potente,Positivo
Mi smartwatch resultó aceptable,Neutral
Este cámara me parece confiable,Positivo
Este smartwatch me parece inútil,Negativo
Este cámara me parece común,Neutral
Compré un teclado defectuoso,Negativo
El auriculares es defectuoso,Negativo
Este celular me parece rápido,Positivo
Este teclado me parece lento,Negativo
El smartwatch funciona de manera estándar,Neutral
Este celular me parece común,Neutral
El mouse funciona de manera malo,Negativo
El laptop es promedio,Neutral
Compré un tablet funcional,Neutral
Compré un auriculares elegante,Positivo
El celular es horrible,Negativo
Compré un cámara regular,Neutral
Este laptop me parece duradero,Positivo
Este laptop me parece común,Neutral
Compré un mouse común,Neutral
Este laptop me parece promedio,Neutral
Este laptop me parece inútil,Negativo
Mi celular resultó confiable,Positivo
Este smartwatch me parece increíble,Positivo
Este celular me parece regular,Neutral
El smartwatch funciona de manera elegante,Positivo
El tablet es frágil,Negativo
Mi mouse resultó frágil,Negativo
El teclado es común,Neutral
Compré un smartwatch caro,Negativo
Este smartwatch me parece increíble,Positivo
Compré un auriculares inútil,Negativo
Compré un mouse normal,Neutral
El laptop funciona de manera potente,Positivo
El laptop funciona de manera lento,Negativo
El tablet es inútil,Negativo
El laptop es horrible,Negativo
Mi laptop resultó estándar,Neutral
El celular es pésimo,Negativo
Este mouse me parece confiable,Positivo
El cámara es pésimo,Negativo
Compré un cámara frágil,Negativo
El teclado funciona de manera promedio,Neutral
El laptop funciona de manera frágil,Negativo
El auriculares es normal,Neutral
El smartwatch funciona de manera caro,Negativo
Compré un tablet defectuoso,Negativo
Este teclado me parece estándar,Neutral
El smartwatch funciona de manera básico,Neutral
El cámara es normal,Neutral
Este tablet me parece normal,Neutral
Este celular me parece duradero,Positivo
Este laptop me parece estándar,Neutral
Este tablet me parece funcional,Neutral
El tablet es excelente,Positivo
Compré un tablet malo,Negativo
Este tablet me parece frágil,Negativo
Mi cámara resultó elegante,Positivo
Compré un teclado aceptable,Neutral
El auriculares es funcional,Neutral
Mi mouse resultó frágil,Negativo
Mi celular resultó básico,Neutral
El celular es aceptable,Neutral
Mi celular resultó promedio,Neutral
Compré un celular eficiente,Positivo
El auriculares es aceptable,Neutral
Este celular me parece potente,Positivo
El celular es estándar,Neutral
El tablet es funcional,Neutral
El mouse es defectuoso,Negativo
El cámara funciona de manera promedio,Neutral
Mi teclado resultó horrible,Negativo
Mi auriculares resultó aceptable,Neutral
Mi teclado resultó lento,Negativo
Este laptop me parece increíble,Positivo
Compré un laptop lento,Negativo
Compré un celular potente,Positivo
El smartwatch funciona de manera promedio,Neutral
El mouse funciona de manera común,Neutral
Este tablet me parece increíble,Positivo
El tablet funciona de manera potente,Positivo
El mouse es lento,Negativo
El laptop es malo,Negativo
Mi tablet resultó caro,Negativo
Este smartwatch me parece frágil,Negativo
El tablet funciona de manera excelente,Positivo
Este mouse me parece rápido,Positivo
El laptop es básico,Neutral
Mi teclado resultó rápido,Positivo
El mouse funciona de manera confiable,Positivo
Este laptop me parece malo,Negativo
El smartwatch es aceptable,Neutral
El teclado funciona de manera normal,Neutral
El auriculares es defectuoso,Negativo
El cámara funciona de manera duradero,Positivo
El mouse es increíble,Positivo
El cámara funciona de manera duradero,Positivo
El laptop funciona de manera defectuoso,Negativo
Este celular me parece regular,Neutral
El celular es rápido,Positivo
Mi teclado resultó estándar,Neutral
El laptop funciona de manera caro,Negativo
El auriculares funciona de manera rápido,Positivo
Compré un tablet eficiente,Positivo
Este tablet me parece elegante,Positivo
Este teclado me parece estándar,Neutral
Mi cámara resultó lento,Negativo
Este smartwatch me parece básico,Neutral
Compré un auriculares defectuoso,Negativo
El smartwatch funciona de manera eficiente,Positivo
El laptop funciona de manera funcional,Neutral
